Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P36888,FLT3,FLT3
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P35916,FLT4,FLT4
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P10721,KIT,KIT
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P06239,LCK,LCK
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,O94804,STK10,LOK
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q13163,MAP2K5,MEK5
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q12866,MERTK,MERTK
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P08581,MET,MET
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P16234,PDGFRA,PDGFRA
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P09619,PDGFRB,PDGFRB
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P07949,RET,RET
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P35590,TIE1,TIE1
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P04629,NTRK1,TRKA
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P51451,BLK,BLK
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q6P2M8,PNCK,CAMK1B
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P07333,CSF1R,CSF1R
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P48729,CSNK1A1,CSNK1A1
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P48730,CSNK1D,CSNK1D
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P49674,CSNK1E,CSNK1E
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q9C098,DCLK3,DCAMKL3
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q08345,DDR1,DDR1
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q16832,DDR2,DDR2
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q9Y463,DYRK1B,DYRK1B
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,O15197,EPHB6,EPHB6
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P36888,FLT3,FLT3
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P35916,FLT4,FLT4
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P25098,ADRBK1,GRK2
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P10721,KIT,KIT
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P06239,LCK,LCK
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P49137,MAPKAPK2,MAPKAPK2
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q13163,MAP2K5,MEK5
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q9H1R3,MYLK2,MYLK2
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P16234,PDGFRA,PDGFRA
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P09619,PDGFRB,PDGFRB
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P07949,RET,RET
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,O00141,SGK1,SGK
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,Q16288,NTRK3,TRKC
NC1=C(C2=CC=C(NC(NC3=CC=CC(C)=C3)=O)C=C2)C=NC4=C(Br)C=NN41,GXRCQVMXTRWVSJ-UHFFFAOYSA-N,AKI00000050a,P35968,KDR,VEGFR2
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q8NI60,CABC1,ADCK3
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,O43683,BUB1,BUB1
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q6P2M8,PNCK,CAMK1B
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P48730,CSNK1D,CSNK1D
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P49674,CSNK1E,CSNK1E
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,O14976,GAK,GAK
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P45983,MAPK8,JNK1
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P45984,MAPK9,JNK2
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P53779,MAPK10,JNK3
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P45985,MAP2K4,MEK4
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q9UBE8,NLK,NLK
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q16539,MAPK14,p38-alpha
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q15759,MAPK11,p38-beta
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q9BZL6,PRKD2,PRKD2
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q15418,RPS6KA1,RSK1(Kin.Dom.2-C-terminal)
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q9UK32,RPS6KA6,RSK4(Kin.Dom.2-C-terminal)
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q9NRP7,STK36,STK36
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q9NYL2,ZAK,ZAK
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P11802,CDK4,CDK4-cyclinD1
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P11802,CDK4,CDK4-cyclinD3
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P50613,CDK7,CDK7
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,O76039,CDKL5,CDKL5
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P48729,CSNK1A1,CSNK1A1
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P19784,CSNK2A2,CSNK2A2
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,Q13627,DYRK1A,DYRK1A
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,Q8TD08,MAPK15,ERK8
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P49840,GSK3A,GSK3A
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P49841,GSK3B,GSK3B
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,Q86Z02,HIPK1,HIPK1
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,Q9Y6R4,MAP3K4,MAP3K4
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,Q9NRP7,STK36,STK36
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P37173,TGFBR2,TGFBR2
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,P29597,TYK2,TYK2(JH2domain-pseudokinase)
O=C(NC1=C2C(C(F)=CC=C2)=NC=C1)NC3=NC=CN=C3,NSDIHUXUFJHXRA-UHFFFAOYSA-N,AKI00000070a,Q56UN5,MAP3K19,YSK4
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q9BWU1,CDK19,CDK11
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,P49336,CDK8,CDK8
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,P53355,DAPK1,DAPK1
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q9UIK4,DAPK2,DAPK2
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,O43293,DAPK3,DAPK3
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q86Z02,HIPK1,HIPK1
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q9H2X6,HIPK2,HIPK2
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q9H422,HIPK3,HIPK3
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q8NE63,HIPK4,HIPK4
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q13163,MAP2K5,MEK5
OC(C1=CC2=C(C3=CC(C4=CC=CC=C4)=CC=C3)C=NC=C2S1)=O,FHBDMVQPDQSYLR-UHFFFAOYSA-N,AKI00000074a,Q9Y2I7,PIKFYVE,PIKFYVE
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q08345,DDR1,DDR1
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q16832,DDR2,DDR2
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q9P2K8,EIF2AK4,"GCN2(Kin.Dom.2,S808G)"
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,O60674,JAK2,JAK2(JH1domain-catalytic)
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,P52333,JAK3,JAK3(JH1domain-catalytic)
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q9Y2U5,MAP3K2,MAP3K2
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q99759,MAP3K3,MAP3K3
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q9Y6R4,MAP3K4,MAP3K4
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q9Y4K4,MAP4K5,MAP4K5
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,P42345,MTOR,MTOR
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,P29597,TYK2,TYK2(JH1domain-catalytic)
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,P30291,WEE1,WEE1
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,P0C1S8,WEE2,WEE2
O=C1C2=C(C(C3=CC=CC=N3)=NN1C4=C(Cl)C=NC=C4Cl)N=C(NC5=CC=C(N6CCN(C)CC6)C=C5)N=C2,BYOVZPSNQRPTQJ-UHFFFAOYSA-N,AKI00000021a,Q56UN5,MAP3K19,YSK4
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q8NI60,CABC1,ADCK3
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P30530,AXL,AXL
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P49760,CLK2,CLK2
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P07333,CSF1R,CSF1R
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P49674,CSNK1E,CSNK1E
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q08345,DDR1,DDR1
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q16832,DDR2,DDR2
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,O94768,STK17B,DRAK2
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P29323,EPHB2,EPHB2
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P54753,EPHB3,EPHB3
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,O15197,EPHB6,EPHB6
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P17948,FLT1,FLT1
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P36888,FLT3,FLT3
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P35916,FLT4,FLT4
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q8NE63,HIPK4,HIPK4
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P10721,KIT,KIT
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q8IVH8,MAP4K3,MAP4K3
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q8WXR4,MYO3B,MYO3B
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P16234,PDGFRA,PDGFRA
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P09619,PDGFRB,PDGFRB
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q96Q40,CDK15,PFTAIRE2
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q8TBX8,PIP4K2C,PIP5K2C
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P07949,RET,RET
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,P57078,RIPK4,RIPK4
O=C(NC1=CC(Cl)=CC=C1)NC(C=C2)=CC=C2C3=C4C(N(C)N=C4N)=CN=C3,UUVMNPKFPGJBNX-UHFFFAOYSA-N,AKI00000047a,Q15349,RPS6KA2,RSK3(Kin.Dom.1-N-terminal)
